feedback_id,user_id,rating,feature_name,comments,session_id
159,2557,3,document_analysis,"It's okay, could be better",16582
160,5132,5,analytics_deep_dive,Very helpful for our team,33084
161,4877,4,lead_scoring,Excellent user experience,31317
162,9195,5,ai_assistant,Saves me a lot of time,59508
163,9350,4,data_export,Saves me a lot of time,60397
164,5612,5,custom_workflows,"Great feature, very intuitive!",36094
165,6029,4,report_generation,Very helpful for our team,38890
166,719,3,email_automation,Average functionality,4678
167,9837,4,data_export,Excellent user experience,63558
168,3009,2,analytics_deep_dive,Confusing interface,19456
169,8943,4,document_analysis,"Great feature, very intuitive!",57972
170,9915,2,api_integration,Confusing interface,64090
171,9600,1,api_integration,Buggy and unreliable,61922
172,4184,4,analytics_deep_dive,Very helpful for our team,27156
173,2668,5,ai_assistant,"Great feature, very intuitive!",17255
174,2198,5,data_export,Very helpful for our team,14246
175,4179,5,team_collaboration,Excellent user experience,27105
176,5958,3,custom_workflows,"It's okay, could be better",38408
177,6888,5,lead_scoring,Love the AI insights,44503
178,1235,3,team_collaboration,"It's okay, could be better",8428
179,8210,4,sales_insights,Very helpful for our team,53184
180,49,5,team_collaboration,Excellent user experience,297
181,3302,3,api_integration,Works as expected,21520
182,6537,4,ai_assistant,Love the AI insights,42201
183,4163,4,data_export,"Great feature, very intuitive!",26975
184,7697,5,email_automation,Love the AI insights,49819
185,6250,5,lead_scoring,Very helpful for our team,40284
186,2708,4,custom_workflows,Very helpful for our team,17596
187,5417,4,sales_insights,"Great feature, very intuitive!",34834
188,9736,2,analytics_deep_dive,Too slow to load,63008
189,5616,5,document_analysis,Very helpful for our team,36125
190,5789,4,team_collaboration,Saves me a lot of time,37312
191,1617,5,data_export,"Great feature, very intuitive!",10643
192,5384,1,custom_workflows,Hard to understand,34560
193,5009,2,data_export,Not very useful,32209
194,7070,1,api_integration,Buggy and unreliable,45768
195,2492,4,sales_insights,"Great feature, very intuitive!",16224
196,3360,5,ai_assistant,Excellent user experience,21908
197,293,5,custom_workflows,"Great feature, very intuitive!",2132
198,6445,1,team_collaboration,Confusing interface,41476
199,5362,4,sales_insights,Excellent user experience,34447
200,6495,5,email_automation,Excellent user experience,41860
201,6107,4,email_automation,Excellent user experience,39346
202,9735,4,custom_workflows,Saves me a lot of time,62975
203,9035,5,report_generation,Saves me a lot of time,58527
204,7252,4,document_analysis,Very helpful for our team,46994
205,4843,2,report_generation,Buggy and unreliable,31049
206,4931,5,document_analysis,"Great feature, very intuitive!",31698
207,6635,3,custom_workflows,Decent but room for improvement,42905
208,8655,4,api_integration,Excellent user experience,56042
209,844,5,dashboard_view,Saves me a lot of time,5542
210,459,4,api_integration,Excellent user experience,3181
211,8849,1,analytics_deep_dive,Not very useful,57359
212,2377,4,sales_insights,Saves me a lot of time,15471
213,3324,4,dashboard_view,Excellent user experience,21656
214,5094,3,data_export,Works as expected,32812
215,9180,5,ai_assistant,"Great feature, very intuitive!",59399
216,7165,5,analytics_deep_dive,Saves me a lot of time,46410
217,8465,4,sales_insights,Love the AI insights,54659
218,3559,2,team_collaboration,Hard to understand,23121
219,4320,4,api_integration,Love the AI insights,27932
220,5986,2,analytics_deep_dive,Confusing interface,38669
221,8662,3,ai_assistant,Average functionality,56112
222,3646,5,document_analysis,Excellent user experience,23730
223,2474,4,data_export,Saves me a lot of time,16126
224,3445,3,sales_insights,Decent but room for improvement,22402
225,6683,2,custom_workflows,Hard to understand,43182
226,8539,2,custom_workflows,Not very useful,55200
227,7280,5,custom_workflows,"Great feature, very intuitive!",47202
228,8915,4,email_automation,"Great feature, very intuitive!",57732
229,3387,4,ai_assistant,"Great feature, very intuitive!",22077
230,6265,5,document_analysis,Very helpful for our team,40405
231,3392,4,report_generation,Saves me a lot of time,22091
232,6640,5,lead_scoring,Saves me a lot of time,42928
233,7592,5,ai_assistant,Saves me a lot of time,49116
234,9808,5,lead_scoring,Saves me a lot of time,63374
235,4264,5,document_analysis,Very helpful for our team,27639
236,6260,3,analytics_deep_dive,"It's okay, could be better",40366
237,4956,3,sales_insights,Average functionality,31860
238,2696,5,custom_workflows,Very helpful for our team,17507
239,1730,5,document_analysis,Love the AI insights,11343
240,7092,2,report_generation,Buggy and unreliable,45941
241,7213,5,analytics_deep_dive,Very helpful for our team,46741
242,8765,4,email_automation,Love the AI insights,56827
243,2929,5,api_integration,Very helpful for our team,18967
244,9352,5,email_automation,Excellent user experience,60409
245,4491,5,team_collaboration,Excellent user experience,28919
246,4123,5,report_generation,Love the AI insights,26782
247,3985,5,api_integration,Very helpful for our team,25883
248,7138,2,dashboard_view,Not very useful,46226
249,1419,3,report_generation,Average functionality,9496
250,258,4,custom_workflows,Saves me a lot of time,1990
251,188,5,ai_assistant,Love the AI insights,1484
252,3284,5,lead_scoring,Saves me a lot of time,21413
253,510,4,data_export,Very helpful for our team,3493
254,3169,4,data_export,Saves me a lot of time,20628
255,5038,4,analytics_deep_dive,Excellent user experience,32418
256,2237,4,api_integration,"Great feature, very intuitive!",14557
257,5869,4,document_analysis,Very helpful for our team,37888
258,9056,5,data_export,Love the AI insights,58621
259,7268,5,dashboard_view,Excellent user experience,47107
260,91,5,lead_scoring,"Great feature, very intuitive!",777
261,2194,3,data_export,Works as expected,14229
262,8417,1,email_automation,Hard to understand,54341
263,1708,3,report_generation,Average functionality,11209
264,6951,4,report_generation,Love the AI insights,44994
265,1852,5,dashboard_view,Love the AI insights,12227
266,9544,4,email_automation,Saves me a lot of time,61552
267,9482,5,custom_workflows,"Great feature, very intuitive!",61152
268,7900,5,sales_insights,Saves me a lot of time,51060
269,5079,3,lead_scoring,"It's okay, could be better",32719
270,7458,5,lead_scoring,Saves me a lot of time,48335
271,7645,4,api_integration,Excellent user experience,49532
272,5527,3,ai_assistant,Average functionality,35516
273,9591,2,sales_insights,Confusing interface,61890
274,870,3,ai_assistant,"It's okay, could be better",5716
275,8416,5,api_integration,"Great feature, very intuitive!",54339
276,2377,4,document_analysis,"Great feature, very intuitive!",15478
277,7972,3,analytics_deep_dive,Decent but room for improvement,51520
278,9904,3,api_integration,Decent but room for improvement,64039
279,4806,4,custom_workflows,Saves me a lot of time,30787
280,5624,3,ai_assistant,Decent but room for improvement,36191
281,4811,4,lead_scoring,"Great feature, very intuitive!",30818
282,4867,5,report_generation,Love the AI insights,31209
283,8182,4,lead_scoring,Saves me a lot of time,53023
284,7159,3,team_collaboration,Average functionality,46331
285,9431,5,data_export,"Great feature, very intuitive!",60861
286,4792,5,api_integration,Saves me a lot of time,30722
287,6235,5,custom_workflows,Excellent user experience,40197
288,7638,5,data_export,Love the AI insights,49463
289,6191,2,report_generation,Buggy and unreliable,39913
290,5232,5,ai_assistant,Excellent user experience,33647
291,6560,3,custom_workflows,Average functionality,42354
292,8422,4,api_integration,Very helpful for our team,54368
293,5787,4,analytics_deep_dive,Saves me a lot of time,37303
294,9389,3,api_integration,"It's okay, could be better",60611
295,2529,3,api_integration,"It's okay, could be better",16426
296,6402,5,email_automation,Love the AI insights,41238
297,6476,1,data_export,Too slow to load,41713
298,6804,2,data_export,Buggy and unreliable,43986
299,9181,4,data_export,Saves me a lot of time,59416
300,358,4,team_collaboration,Love the AI insights,2456
301,4525,3,report_generation,"It's okay, could be better",29186
302,1625,3,document_analysis,Average functionality,10677
303,6963,2,api_integration,Confusing interface,45097
304,8416,4,custom_workflows,Very helpful for our team,54331
305,2340,2,sales_insights,Hard to understand,15245
306,4890,4,dashboard_view,Love the AI insights,31362
307,2778,4,email_automation,Excellent user experience,18077
308,4624,5,api_integration,Love the AI insights,29702
309,214,3,api_integration,Decent but room for improvement,1679
310,5131,3,data_export,Average functionality,33072
311,3979,2,sales_insights,Buggy and unreliable,25825
312,9811,2,ai_assistant,Buggy and unreliable,63412
313,420,4,lead_scoring,Love the AI insights,2869
314,2842,4,analytics_deep_dive,Saves me a lot of time,18450
315,6281,2,api_integration,Hard to understand,40532
316,7299,3,data_export,Average functionality,47351
317,6746,5,lead_scoring,"Great feature, very intuitive!",43574
318,3728,3,data_export,"It's okay, could be better",24302
319,4680,5,ai_assistant,Love the AI insights,30060
320,6902,3,data_export,Works as expected,44638
321,4107,4,dashboard_view,Saves me a lot of time,26643
322,132,5,sales_insights,Saves me a lot of time,1059
323,7966,3,team_collaboration,"It's okay, could be better",51487
324,7884,3,analytics_deep_dive,Decent but room for improvement,50934
325,6064,3,sales_insights,Average functionality,39135
326,854,2,lead_scoring,Confusing interface,5580
327,2083,5,team_collaboration,"Great feature, very intuitive!",13601
328,5739,5,dashboard_view,"Great feature, very intuitive!",37017
329,6210,5,document_analysis,Excellent user experience,40007
330,4448,4,api_integration,Love the AI insights,28706
331,2212,5,team_collaboration,Very helpful for our team,14306
332,5524,4,email_automation,Excellent user experience,35479
333,4632,5,document_analysis,Excellent user experience,29781
334,1430,3,analytics_deep_dive,"It's okay, could be better",9573
335,3679,3,dashboard_view,Works as expected,23911
336,9609,5,sales_insights,Love the AI insights,61982
337,3061,5,team_collaboration,"Great feature, very intuitive!",19808
338,2227,4,ai_assistant,Excellent user experience,14468
339,9479,5,custom_workflows,Love the AI insights,61118
340,6868,2,lead_scoring,Not very useful,44379
341,6671,4,sales_insights,Saves me a lot of time,43095
342,6253,5,custom_workflows,"Great feature, very intuitive!",40317
343,65,4,lead_scoring,Very helpful for our team,473
344,3324,3,email_automation,Decent but room for improvement,21659
345,4475,4,ai_assistant,Saves me a lot of time,28827
346,2252,3,email_automation,"It's okay, could be better",14690
347,3790,1,document_analysis,Not very useful,24687
348,5181,5,custom_workflows,Saves me a lot of time,33371
349,2133,4,dashboard_view,Excellent user experience,13890
350,3189,4,team_collaboration,Excellent user experience,20780
351,2218,4,ai_assistant,"Great feature, very intuitive!",14365
352,3113,2,email_automation,Too slow to load,20112
353,5649,4,data_export,"Great feature, very intuitive!",36409
354,7501,3,report_generation,Decent but room for improvement,48627
355,5547,4,ai_assistant,Very helpful for our team,35632
356,8544,2,dashboard_view,Not very useful,55235
357,3230,5,team_collaboration,"Great feature, very intuitive!",21047
358,6896,5,custom_workflows,"Great feature, very intuitive!",44572
359,1086,3,sales_insights,Average functionality,7320
360,606,2,data_export,Confusing interface,4100
361,7111,2,custom_workflows,Confusing interface,46085
362,504,5,api_integration,"Great feature, very intuitive!",3441
363,213,3,analytics_deep_dive,"It's okay, could be better",1646
364,3274,4,api_integration,Saves me a lot of time,21321
365,5256,4,dashboard_view,Saves me a lot of time,33842
366,2010,3,sales_insights,Decent but room for improvement,13134
367,1009,4,dashboard_view,Saves me a lot of time,6695
368,4594,5,api_integration,"Great feature, very intuitive!",29513
369,142,4,sales_insights,Very helpful for our team,1193
370,4666,4,sales_insights,"Great feature, very intuitive!",30003
371,1012,3,report_generation,Average functionality,6721
372,9300,5,data_export,Excellent user experience,60112
373,3868,3,document_analysis,Average functionality,25095
374,5899,5,custom_workflows,Excellent user experience,38030
375,9235,4,report_generation,Excellent user experience,59741
376,6484,3,analytics_deep_dive,"It's okay, could be better",41773
377,6804,4,report_generation,Love the AI insights,43994
378,6959,4,report_generation,Excellent user experience,45057
379,5379,4,lead_scoring,Very helpful for our team,34546
380,6498,3,document_analysis,Average functionality,41903
381,1914,4,api_integration,"Great feature, very intuitive!",12677
382,6335,4,sales_insights,Very helpful for our team,40822
383,1714,3,report_generation,"It's okay, could be better",11237
384,534,4,data_export,"Great feature, very intuitive!",3640
385,4808,5,sales_insights,Excellent user experience,30793
386,7217,4,custom_workflows,Very helpful for our team,46783
387,6902,5,sales_insights,Very helpful for our team,44642
388,7203,3,lead_scoring,"It's okay, could be better",46660
389,8057,2,dashboard_view,Too slow to load,52166
390,773,2,sales_insights,Confusing interface,5008
391,1766,5,data_export,Very helpful for our team,11602
392,8035,5,document_analysis,Saves me a lot of time,52012
393,3889,4,data_export,Excellent user experience,25227
394,9589,3,api_integration,Works as expected,61866
395,8547,5,team_collaboration,Saves me a lot of time,55258
396,5411,4,analytics_deep_dive,"Great feature, very intuitive!",34783
397,9869,5,lead_scoring,Love the AI insights,63830
398,5405,5,report_generation,Very helpful for our team,34762
399,8613,5,team_collaboration,Saves me a lot of time,55734
400,9647,3,document_analysis,Works as expected,62285
401,3801,4,custom_workflows,"Great feature, very intuitive!",24740
402,6124,3,email_automation,Works as expected,39465
403,4484,2,team_collaboration,Hard to understand,28873
404,997,4,custom_workflows,Saves me a lot of time,6596
405,963,3,email_automation,Decent but room for improvement,6360
406,287,3,report_generation,Average functionality,2116
407,5025,5,dashboard_view,Excellent user experience,32339
408,6566,5,data_export,Very helpful for our team,42412
409,8847,4,document_analysis,Very helpful for our team,57332
410,1778,4,ai_assistant,Very helpful for our team,11745
411,212,1,sales_insights,Not very useful,1629
412,2782,4,ai_assistant,Very helpful for our team,18110
413,2217,4,data_export,Excellent user experience,14334
414,5958,4,lead_scoring,Saves me a lot of time,38414
415,6032,5,custom_workflows,Love the AI insights,38916
416,1112,5,email_automation,"Great feature, very intuitive!",7489
417,796,5,api_integration,Saves me a lot of time,5156
418,9563,3,api_integration,"It's okay, could be better",61711
419,2509,4,document_analysis,Saves me a lot of time,16299
420,7663,5,report_generation,Very helpful for our team,49626
421,1787,5,email_automation,Saves me a lot of time,11794
422,8845,5,team_collaboration,Love the AI insights,57324
423,1885,4,analytics_deep_dive,Saves me a lot of time,12454
424,3578,4,sales_insights,Excellent user experience,23250
425,4407,3,email_automation,Decent but room for improvement,28422
426,2767,5,document_analysis,Love the AI insights,18017
427,7404,4,email_automation,Excellent user experience,47984
428,5253,5,api_integration,Saves me a lot of time,33802
429,6929,4,dashboard_view,Very helpful for our team,44813
430,5979,5,team_collaboration,Love the AI insights,38568
431,2473,4,email_automation,Love the AI insights,16117
432,1932,1,dashboard_view,Buggy and unreliable,12732
433,1050,5,ai_assistant,"Great feature, very intuitive!",6984
434,7282,4,lead_scoring,Very helpful for our team,47221
435,9000,3,sales_insights,Decent but room for improvement,58326
436,6426,5,ai_assistant,Saves me a lot of time,41390
437,2744,4,lead_scoring,Excellent user experience,17868
438,543,5,custom_workflows,Saves me a lot of time,3685
439,3007,3,data_export,Average functionality,19448
440,9762,4,report_generation,"Great feature, very intuitive!",63137
441,6558,4,email_automation,Saves me a lot of time,42349
442,4501,3,email_automation,"It's okay, could be better",28995
443,6818,4,custom_workflows,Love the AI insights,44097
444,2,4,analytics_deep_dive,"Great feature, very intuitive!",5
445,2694,4,custom_workflows,Very helpful for our team,17489
446,6624,2,dashboard_view,Too slow to load,42835
447,3146,4,sales_insights,"Great feature, very intuitive!",20425
448,174,3,custom_workflows,Decent but room for improvement,1384
449,7228,2,sales_insights,Not very useful,46877
450,4560,3,api_integration,"It's okay, could be better",29316
451,7802,4,api_integration,Love the AI insights,50523
452,7592,5,report_generation,Very helpful for our team,49136
453,3515,5,custom_workflows,Saves me a lot of time,22828
454,6753,4,data_export,Saves me a lot of time,43632
455,9783,4,lead_scoring,Very helpful for our team,63233
456,1425,3,team_collaboration,Decent but room for improvement,9519
457,2258,5,team_collaboration,Saves me a lot of time,14724
458,347,3,dashboard_view,Works as expected,2401
459,1452,5,document_analysis,Love the AI insights,9721
460,6830,5,lead_scoring,Saves me a lot of time,44172
461,5670,2,dashboard_view,Not very useful,36580
462,4095,1,dashboard_view,Confusing interface,26565
463,8467,5,custom_workflows,Saves me a lot of time,54668
464,5621,4,data_export,Excellent user experience,36171
465,3141,5,dashboard_view,Saves me a lot of time,20335
466,9959,4,sales_insights,Love the AI insights,64424
467,716,4,analytics_deep_dive,"Great feature, very intuitive!",4653
468,3419,5,data_export,Love the AI insights,22244
469,7162,2,email_automation,Too slow to load,46364
470,1969,5,api_integration,Love the AI insights,12944
471,8152,5,sales_insights,"Great feature, very intuitive!",52851
472,3261,5,custom_workflows,Saves me a lot of time,21263
473,8709,1,team_collaboration,Confusing interface,56443
474,6414,4,document_analysis,Very helpful for our team,41309
475,8670,5,api_integration,Love the AI insights,56158
476,41,4,data_export,Love the AI insights,244
477,4987,4,report_generation,Very helpful for our team,32086
478,9600,3,data_export,"It's okay, could be better",61918
479,2560,3,email_automation,Average functionality,16602
480,573,5,dashboard_view,Excellent user experience,3901
481,662,2,team_collaboration,Too slow to load,4366
482,7173,3,report_generation,Works as expected,46488
483,1682,5,team_collaboration,Saves me a lot of time,11083
484,5861,4,analytics_deep_dive,Very helpful for our team,37820
485,2803,2,dashboard_view,Not very useful,18240
486,1741,4,report_generation,Love the AI insights,11448
487,8966,5,email_automation,"Great feature, very intuitive!",58135
488,5564,4,ai_assistant,Love the AI insights,35724
489,4931,4,document_analysis,"Great feature, very intuitive!",31709
490,3647,4,lead_scoring,Very helpful for our team,23736
491,1229,5,custom_workflows,Saves me a lot of time,8374
492,4980,4,analytics_deep_dive,Excellent user experience,32021
493,1017,1,email_automation,Not very useful,6762
494,1943,3,team_collaboration,Works as expected,12787
495,4851,5,sales_insights,Very helpful for our team,31109
496,2151,5,team_collaboration,Love the AI insights,13988
497,9018,3,report_generation,Decent but room for improvement,58394
498,499,3,ai_assistant,Works as expected,3394
499,5215,4,email_automation,Love the AI insights,33558
500,2529,5,data_export,Love the AI insights,16436
501,1613,2,api_integration,Hard to understand,10604
502,2570,2,dashboard_view,Buggy and unreliable,16691
503,1748,4,ai_assistant,"Great feature, very intuitive!",11487
504,4717,5,ai_assistant,Very helpful for our team,30289
505,8359,5,data_export,"Great feature, very intuitive!",54026
506,9573,2,custom_workflows,Not very useful,61804
507,504,5,report_generation,"Great feature, very intuitive!",3438
508,4875,4,sales_insights,Very helpful for our team,31294
509,7490,4,data_export,Saves me a lot of time,48566
510,963,5,ai_assistant,Excellent user experience,6365
511,9681,2,report_generation,Hard to understand,62540
512,7640,5,report_generation,Love the AI insights,49489
513,5906,3,document_analysis,"It's okay, could be better",38109
514,4117,2,report_generation,Confusing interface,26732
515,3236,3,custom_workflows,"It's okay, could be better",21071
516,5202,3,report_generation,Works as expected,33490
517,4584,5,team_collaboration,Saves me a lot of time,29472
518,6322,5,api_integration,Love the AI insights,40776
519,5157,3,sales_insights,"It's okay, could be better",33202
520,3845,5,custom_workflows,Very helpful for our team,24980
521,1499,2,team_collaboration,Confusing interface,9947
522,4499,2,report_generation,Not very useful,28984
523,7852,4,document_analysis,Very helpful for our team,50791
524,1246,5,api_integration,Excellent user experience,8492
525,9468,2,document_analysis,Too slow to load,61050
526,7259,4,sales_insights,Excellent user experience,47018
527,3143,4,report_generation,Excellent user experience,20381
528,9168,3,report_generation,Decent but room for improvement,59313
529,3292,1,api_integration,Hard to understand,21468
530,9672,5,ai_assistant,Excellent user experience,62461
531,6547,4,analytics_deep_dive,"Great feature, very intuitive!",42247
532,4901,4,sales_insights,Love the AI insights,31471
533,9827,4,ai_assistant,Excellent user experience,63469
534,1452,4,lead_scoring,Love the AI insights,9722
535,3120,5,api_integration,"Great feature, very intuitive!",20163
536,40,5,ai_assistant,"Great feature, very intuitive!",231
537,5149,3,email_automation,Average functionality,33168
538,7753,4,lead_scoring,"Great feature, very intuitive!",50117
539,5539,5,custom_workflows,Saves me a lot of time,35571
540,4957,4,document_analysis,Very helpful for our team,31889
541,2307,3,api_integration,"It's okay, could be better",15027
542,7440,3,api_integration,Decent but room for improvement,48213
543,2492,2,sales_insights,Buggy and unreliable,16227
544,6710,5,data_export,Saves me a lot of time,43318
545,1891,3,custom_workflows,Works as expected,12479
546,1443,4,email_automation,Excellent user experience,9624
547,78,5,custom_workflows,Love the AI insights,629
548,588,2,document_analysis,Buggy and unreliable,3993
549,3910,5,custom_workflows,Excellent user experience,25407
550,6484,3,data_export,Decent but room for improvement,41787
551,531,1,document_analysis,Not very useful,3624
552,9104,5,data_export,Saves me a lot of time,58875
553,9880,2,ai_assistant,Hard to understand,63872
554,815,5,report_generation,"Great feature, very intuitive!",5291
